0, -9.857000, 0.996395
1, -9.925000, 0.996020
2, -9.924000, 0.995640
3, -9.940000, 0.995340
4, -9.954000, 0.995110
5, -9.888000, 0.994550
6, -9.898000, 0.994040
7, -9.927000, 0.993675
8, -8.923000, 0.993290
9, -9.921000, 0.992895
10, -9.820000, 0.991995
11, -9.908000, 0.991535
12, -9.816000, 0.990615
13, -9.933000, 0.990280
14, -9.923000, 0.989895
15, -9.926000, 0.989525
16, -9.927000, 0.989160
17, -9.930000, 0.988810
18, -9.932000, 0.988470
19, -9.743000, 0.987185
20, -9.944000, 0.986905
21, -9.932000, 0.986565
22, -9.923000, 0.986180
23, -9.935000, 0.985855
24, -9.894000, 0.985325
25, -9.930000, 0.984975
26, -9.958000, 0.984765
27, -9.930000, 0.984415
28, -9.926000, 0.984045
29, -9.940000, 0.983745
