0, -100.000000, 1.000000
1, -91.700000, 1.000000
2, -100.000000, 1.000000
3, -91.400000, 1.000000
4, -100.000000, 1.000000
5, -100.000000, 1.000000
6, -100.000000, 1.000000
7, -92.300000, 1.000000
8, -80.500000, 1.000000
9, -88.900000, 1.000000
10, -91.100000, 0.997800
11, -100.000000, 0.997700
12, -91.300000, 0.985000
13, -91.200000, 0.972400
14, -91.600000, 0.964400
15, -90.900000, 0.942900
16, -90.400000, 0.931900
17, -90.800000, 0.913300
18, -91.200000, 0.904900
19, -92.000000, 0.900900
20, -90.800000, 0.889700
21, -100.000000, 0.889600
22, -91.200000, 0.859200
23, -91.000000, 0.843800
24, -100.000000, 0.843700
25, -100.000000, 0.843600
26, -100.000000, 0.843500
27, -90.900000, 0.814400
28, -90.800000, 0.809400
29, -100.000000, 0.809300
30, -91.100000, 0.771200
31, -100.000000, 0.771100
32, -91.500000, 0.766800
33, -100.000000, 0.766700
34, -91.100000, 0.762800
35, -100.000000, 0.762700
36, -91.300000, 0.757200
37, -100.000000, 0.757100
38, -78.400000, 0.751800
39, -91.200000, 0.744000
40, -91.800000, 0.720800
41, -89.800000, 0.700000
42, -100.000000, 0.699900
43, -89.500000, 0.684800
44, -89.300000, 0.681700
45, -88.400000, 0.672300
46, -100.000000, 0.672200
47, -100.000000, 0.672100
48, -91.200000, 0.662900
49, -100.000000, 0.662800
